Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
4000,1.4189385,46.38235294117647,-0.16724485,-0.24583651,0.7686363585067518,0.7686363585067518,0.0,1.0
8000,1.4189384,150.57142857142858,-0.1587739,-0.26872897,-0.3514444910817676,-0.3514444910817676,0.0,1.0
12000,1.4188274,187.0,-0.17783566,-0.2405703,-0.7603333923551772,-0.7603333923551772,0.06478842927349938,1.0
16000,1.4182235,146.13636363636363,-0.16129811,-0.20974474,-0.36240004539489745,-0.36240004539489745,0.11862148351967335,1.0
20000,1.4182235,193.07407407407408,-0.16287497,-0.21355715,-0.8920371002621121,-0.8920371002621121,0.2183838886105352,1.0
24000,1.4185007,196.6153846153846,-0.18761064,-0.1727446,-0.9061539127276494,-0.9061539127276494,0.1798894233428515,1.0
28000,1.4187593,167.95833333333334,-0.16775772,-0.16701624,-0.48608701384585834,-0.48608701384585834,0.10198239208725483,1.0
32000,1.418824,188.72413793103448,-0.16644259,-0.15554585,-0.8124000628789266,-0.8124000628789266,0.11114490727583567,1.0
36000,1.4188148,178.28571428571428,-0.1968492,-0.1370566,-0.5773077423755939,-0.5773077423755939,0.06742063311573404,1.0
40000,1.4188147,186.44,-0.19220111,-0.1355607,-0.7803077514354999,-0.7803077514354999,0.0644502817079998,1.0
44000,1.4189941,195.08695652173913,-0.18368267,-0.11271488,-0.8385455174879595,-0.8385455174879595,0.06341485255821185,1.0
48000,1.4191658,195.26666666666668,-0.18864024,-0.10325488,-0.8525000624358654,-0.8525000624358654,0.05243781799799763,1.0
